200.324688,6.15E+04
200.3253691,6.16E+04
200.3260502,6.15E+04
200.3267314,6.16E+04
200.3274125,6.15E+04
200.3280936,6.15E+04
200.3287748,6.16E+04
200.3294559,6.15E+04
200.330137,6.16E+04
200.3308182,6.15E+04
200.3314993,6.15E+04
200.3321804,6.16E+04
200.3328615,6.16E+04
200.3335427,6.15E+04
200.3342238,6.15E+04
200.334905,6.15E+04
200.3355861,6.15E+04
200.3362672,6.15E+04
200.3369484,6.15E+04
200.3376295,6.15E+04
200.3383106,6.16E+04
200.3389917,6.15E+04
200.3396729,6.15E+04
200.340354,6.15E+04
200.3410352,6.16E+04
200.3417163,6.15E+04
200.3423974,6.16E+04
200.3430787,6.15E+04
200.3437597,6.15E+04
200.3444408,6.16E+04
200.345122,6.16E+04
200.3458031,6.15E+04
200.3464842,6.15E+04
200.3471654,6.16E+04
200.3478466,6.16E+04
200.3485277,6.15E+04
200.3492088,6.16E+04
200.3498899,6.16E+04
200.350571,6.15E+04
200.3512521,6.15E+04
200.3519333,6.16E+04
200.3526144,6.16E+04
200.3532956,6.15E+04
200.3539768,6.15E+04
200.3546578,6.16E+04
200.3553389,6.15E+04
200.35602,6.15E+04
200.3567012,6.16E+04
200.3573823,6.15E+04
200.3580634,6.16E+04
200.3587447,6.16E+04
200.3594258,6.15E+04
200.3601068,6.14E+04
200.360788,6.16E+04
200.3614691,6.16E+04
200.3621502,6.15E+04
200.3628314,6.15E+04
200.3635125,6.16E+04
200.3641938,6.15E+04
200.3648749,6.16E+04
200.3655559,6.15E+04
200.366237,6.15E+04
200.3669182,6.15E+04
200.3675993,6.15E+04
200.3682805,6.16E+04
200.3689616,6.15E+04
200.3696428,6.15E+04
200.370324,6.15E+04
200.371005,6.16E+04
200.3716861,6.15E+04
200.3723672,6.16E+04
200.3730484,6.15E+04
200.3737295,6.15E+04
200.3744108,6.16E+04
200.3750919,6.16E+04
200.375773,6.16E+04
200.376454,6.15E+04
200.3771352,6.16E+04
200.3778163,6.16E+04
200.3784974,6.16E+04
200.3791786,6.15E+04
200.3798598,6.15E+04
200.3805409,6.15E+04
200.3812221,6.16E+04
200.3819031,6.16E+04
200.3825842,6.16E+04
200.3832653,6.16E+04
200.3839465,6.16E+04
200.3846276,6.15E+04
200.3853088,6.15E+04
200.38599,6.15E+04
200.3866711,6.16E+04
200.3873521,6.16E+04
200.3880333,6.15E+04
200.3887144,6.15E+04
200.3893955,6.15E+04
200.3900767,6.16E+04
200.3907579,6.16E+04
200.391439,6.16E+04
200.3921202,6.15E+04
200.3928012,6.15E+04
200.3934823,6.15E+04
200.3941634,6.16E+04
200.3948446,6.15E+04
200.3955257,6.14E+04
200.396207,6.15E+04
200.3968881,6.15E+04
200.3975692,6.16E+04
200.3982502,6.16E+04
200.3989314,6.16E+04
200.3996125,6.15E+04
200.4002937,6.16E+04
200.4009749,6.15E+04
200.401656,6.15E+04
200.4023372,6.14E+04
200.4030183,6.16E+04
200.4036993,6.16E+04
200.4043805,6.15E+04
200.4050616,6.15E+04
200.4057427,6.15E+04
200.406424,6.15E+04
200.4071051,6.15E+04
200.4077862,6.15E+04
200.4084674,6.15E+04
200.4091484,6.16E+04
200.4098295,6.15E+04
200.4105106,6.16E+04
200.4111918,6.16E+04
200.411873,6.15E+04
200.4125541,6.15E+04
200.4132353,6.15E+04
200.4139164,6.15E+04
200.4145975,6.16E+04
200.4152786,6.16E+04
200.4159597,6.15E+04
200.4166408,6.15E+04
200.4173221,6.15E+04
200.4180032,6.16E+04
200.4186843,6.15E+04
200.4193655,6.16E+04
200.4200466,6.16E+04
200.4207276,6.15E+04
200.4214087,6.15E+04
200.4220899,6.16E+04
200.4227711,6.16E+04
200.4234523,6.15E+04
200.4241334,6.15E+04
200.4248145,6.16E+04
200.4254957,6.15E+04
200.4261767,6.16E+04
200.4268578,6.15E+04
200.427539,6.15E+04
200.4282202,6.16E+04
200.4289013,6.15E+04
200.4295825,6.16E+04
200.4302636,6.15E+04
200.4309447,6.16E+04
200.4316257,6.15E+04
200.4323069,6.16E+04
200.4329881,6.16E+04
200.4336693,6.15E+04
200.4343504,6.15E+04
200.4350315,6.15E+04
200.4357126,6.15E+04
200.4363938,6.16E+04
200.4370748,6.15E+04
200.4377559,6.15E+04
200.4384372,6.15E+04
200.4391183,6.15E+04
200.4397994,6.16E+04
200.4404806,6.16E+04
200.4411617,6.16E+04
200.4418428,6.15E+04
200.4425239,6.16E+04
200.443205,6.15E+04
200.4438862,6.15E+04
200.4445673,6.16E+04
200.4452485,6.16E+04
200.4459296,6.16E+04
200.4466107,6.15E+04
200.4472919,6.16E+04
200.4479729,6.15E+04
200.448654,6.16E+04
200.4493353,6.15E+04
200.4500164,6.15E+04
200.4506975,6.15E+04
200.4513787,6.16E+04
200.4520598,6.15E+04
200.4527409,6.15E+04
200.453422,6.14E+04
200.4541032,6.15E+04
200.4547843,6.14E+04
200.4554655,6.15E+04
200.4561466,6.16E+04
200.4568277,6.16E+04
200.4575089,6.16E+04
200.45819,6.15E+04
200.458871,6.16E+04
200.4595523,6.16E+04
200.4602334,6.15E+04
200.4609145,6.15E+04
200.4615957,6.15E+04
200.4622768,6.15E+04
200.4629579,6.16E+04
200.4636391,6.16E+04
200.4643201,6.16E+04
200.4650013,6.15E+04
200.4656825,6.16E+04
200.4663636,6.16E+04
200.4670447,6.16E+04
200.4677259,6.15E+04
200.468407,6.15E+04
200.4690881,6.15E+04
200.4697692,6.15E+04
200.4704504,6.15E+04
200.4711315,6.16E+04
200.4718126,6.15E+04
200.4724938,6.15E+04
200.4731749,6.15E+04
200.473856,6.14E+04
200.4745372,6.15E+04
200.4752182,6.15E+04
200.4758994,6.15E+04
200.4765806,6.15E+04
200.4772617,6.16E+04
200.4779428,6.15E+04
200.4786239,6.15E+04
200.4793051,6.15E+04
200.4799862,6.15E+04
200.4806672,6.16E+04
200.4813485,6.16E+04
200.4820296,6.15E+04
200.4827107,6.15E+04
200.4833919,6.15E+04
200.484073,6.15E+04
200.4847542,6.16E+04
200.4854353,6.16E+04
200.4861165,6.16E+04
200.4867975,6.15E+04
200.4874787,6.15E+04
200.4881598,6.15E+04
200.488841,6.16E+04
200.4895221,6.15E+04
200.4902032,6.15E+04
200.4908844,6.16E+04
200.4915656,6.16E+04
200.4922466,6.15E+04
200.4929278,6.16E+04
200.4936089,6.15E+04
200.49429,6.16E+04
200.4949712,6.15E+04
200.4956523,6.16E+04
200.4963334,6.15E+04
200.4970147,6.15E+04
200.4976957,6.16E+04
200.4983768,6.15E+04
200.4990579,6.15E+04
200.4997391,6.15E+04
200.5004202,6.15E+04
200.5011013,6.16E+04
200.5017825,6.15E+04
200.5024637,6.15E+04
200.5031447,6.15E+04
200.5038259,6.15E+04
200.504507,6.16E+04
200.5051881,6.15E+04
200.5058692,6.15E+04
200.5065504,6.15E+04
200.5072315,6.16E+04
200.5079128,6.15E+04
200.5085938,6.15E+04
200.5092749,6.15E+04
200.509956,6.15E+04
200.5106372,6.15E+04
200.5113183,6.15E+04
200.5119994,6.15E+04
200.5126806,6.15E+04
200.5133618,6.16E+04
200.5140428,6.15E+04
200.514724,6.16E+04
200.5154051,6.16E+04
200.5160862,6.16E+04
200.5167674,6.15E+04
200.5174485,6.16E+04
200.5181298,6.15E+04
200.5188109,6.16E+04
200.5194919,6.16E+04
200.520173,6.15E+04
200.5208542,6.16E+04
200.5215353,6.15E+04
200.5222165,6.15E+04
200.5228976,6.15E+04
200.5235788,6.15E+04
200.5242599,6.15E+04
200.524941,6.15E+04
200.5256221,6.16E+04
200.5263032,6.15E+04
200.5269844,6.16E+04
200.5276655,6.15E+04
200.5283466,6.15E+04
200.5290279,6.16E+04
200.529709,6.16E+04
200.53039,6.15E+04
200.5310712,6.16E+04
200.5317523,6.15E+04
200.5324334,6.16E+04
200.5331145,6.15E+04
200.5337957,6.16E+04
200.5344769,6.15E+04
200.535158,6.16E+04
200.5358391,6.16E+04
200.5365202,6.15E+04
200.5372013,6.15E+04
200.5378825,6.15E+04
200.5385636,6.15E+04
200.5392447,6.16E+04
200.539926,6.16E+04
200.5406071,6.15E+04
200.5412881,6.15E+04
200.5419692,6.15E+04
200.5426504,6.15E+04
200.5433315,6.15E+04
200.5440127,6.15E+04
200.5446938,6.16E+04
200.545375,6.16E+04
200.5460562,6.15E+04
200.5467372,6.15E+04
200.5474183,6.15E+04
200.5480995,6.15E+04
200.5487806,6.15E+04
